"medcode","readcode","Description","CodingSystem","source"
56504,"Eu12200","[X]Mental and behav dis due to cannabinoids: dependence synd","readcode","OPS096"
56650,"Eu15z00","[X]Ment/beh dis oth stims inc caffeine: unsp ment/behav disd","readcode","OPS096"
56948,"Eu19700","[X]Men/beh dis mlt drg use/oth subs: resid/late psychot dis","readcode","OPS096"
57574,"Eu12700","[X]Mnt/bh dis due cannabinds: resid & late-onset psychot dis","readcode","OPS096"
58731,"E255100","Nondependent opioid abuse, continuous","readcode","OPS096"
58743,"9G2Z.00","Drug addiction notif NOS","readcode","OPS096"
58934,"E256300","Nondependent cocaine abuse in remission","readcode","OPS096"
59009,"Eu18100","[X]Mental and behav dis due volatile solvents: harmful use","readcode","OPS096"
59184,"E246z00","Glue sniffing dependence NOS","readcode","OPS096"
59676,"E247000","Other specified drug dependence, unspecified","readcode","OPS096"
60048,"E253.11","'Bad trips'","readcode","OPS096"
60355,"Z1Q6200","Methadone maintenance","readcode","OPS096"
60372,"9G23.00","Drug addict re-notif to CMO","readcode","OPS096"
60420,"Eu1A000","[X]Ment behav dis due use crack cocaine: acute intoxication","readcode","OPS096"
60676,"Eu19000","[X]Mental/behav dis multi drg use/psychoac subs: acute intox","readcode","OPS096"
60985,"8I2N.00","Drug dependence home detoxification contraindicated","readcode","OPS096"
61673,"SL50.00","Opiate and narcotic poisoning","readcode","OPS096"
62106,"Eu18400","[X]Men & beh dis vol solvents: withdrawal state wth delirium","readcode","OPS096"
62490,"9k50.00","Drug misuse - enhanced service completed","readcode","OPS096"
62717,"E249200","Combined drug dependence, excluding opioid, episodic","readcode","OPS096"
62887,"E259100","Nondependent mixed drug abuse, continuous","readcode","OPS096"
62959,"Eu19100","[X]Mental and behav dis mlti drg/oth psychoa sbs: harmfl use","readcode","OPS096"
63076,"E25y000","Nondependent other drug abuse, unspecified","readcode","OPS096"
63379,"L183100","Drug dependence during pregnancy - baby delivered","readcode","OPS096"
64265,"E248100","Combined opioid with other drug dependence, continuous","readcode","OPS096"
64277,"E248200","Combined opioid with other drug dependence, episodic","readcode","OPS096"
64308,"Eu12y00","[X]Men/behav dis due to use cannabinoids: oth men/behav disd","readcode","OPS096"
64316,"E25yz00","Nondependent other drug abuse NOS","readcode","OPS096"
64338,"E256z00","Nondependent cocaine abuse NOS","readcode","OPS096"
64382,"E255200","Nondependent opioid abuse, episodic","readcode","OPS096"
64500,"L183.11","Pregnancy and drug dependence","readcode","OPS096"
64983,"E25y200","Nondependent other drug abuse, episodic","readcode","OPS096"
64987,"Eu12z00","[X]Ment/behav dis due use cannabinoids: unsp ment/behav disd","readcode","OPS096"
65681,"Eu12300","[X]Mental and behav dis due cannabinoids: withdrawal state","readcode","OPS096"
65826,"Eu16200","[X]Mental and behav dis due to hallucinogens: dependence syn","readcode","OPS096"
65927,"9G24.00","Drug addict-notify local SMR22","readcode","OPS096"
65950,"Eu19400","[X]Mnt/bh dis mlti drg use/oth psy sbs: wthdr state + dlrium","readcode","OPS096"
66187,"Eu16000","[X]Mental & behav dis due hallucinogens: acute intoxicatn","readcode","OPS096"
67098,"L183300","Drug dependence during pregnancy - baby not yet delivered","readcode","OPS096"
67462,"E253300","Nondependent hallucinogen abuse in remission","readcode","OPS096"
67491,"Eu16100","[X]Mental and behav dis due to use hallucinogens: harmfl use","readcode","OPS096"
67535,"Eu14300","[X]Mental and behav dis due to use cocaine: withdrawal state","readcode","OPS096"
68150,"E245z00","Hallucinogen dependence NOS","readcode","OPS096"
69508,"E255z00","Nondependent opioid abuse NOS","readcode","OPS096"
69963,"9G22.00","Drug addict re-notific due","readcode","OPS096"
70961,"Eu19z00","[X]Ment/beh dis multi drug use/oth psy sbs unsp mnt/beh dis","readcode","OPS096"
71060,"E253000","Nondependent hallucinogen abuse, unspecified","readcode","OPS096"
71086,"E245100","Hallucinogen dependence, continuous","readcode","OPS096"
72342,"E249z00","Combined drug dependence, excluding opioid, NOS","readcode","OPS096"
72371,"E245.12","Lysergic acid diethylamide dependence","readcode","OPS096"
72564,"E247200","Other specified drug dependence, episodic","readcode","OPS096"
72663,"9HC3.00","Substance misuse clinical management plan reviewed","readcode","OPS096"
73448,"E245200","Hallucinogen dependence, episodic","readcode","OPS096"
73737,"E248z00","Combined opioid with other drug dependence NOS","readcode","OPS096"
85953,"1TF..00","Does not use heroin on top of substitution therapy","readcode","OPS096"
86034,"Eu1A100","[X]Mental behav disorders due use crack cocaine: harmful use","readcode","OPS096"
86041,"1TE..00","Uses heroin on top of substitution therapy","readcode","OPS096"
90198,"8BE0.00","Reinduction to methadone maintenance therapy","readcode","OPS096"
91260,"E249000","Combined drug dependence, excluding opioid, unspecified","readcode","OPS096"
91577,"Eu1Az00","[X]Ment behav dis due crack cocaine: unsp ment and behav dis","readcode","OPS096"
91801,"Eu11z00","[X]Ment & behav dis due use opioids: unsp ment & behav dis","readcode","OPS096"
91939,"9HC4.00","Substance misuse treatment withdrawn","readcode","OPS096"
92291,"Eu16z00","[X]Ment/behav dis due use hallucinogens: unsp ment/behav dis","readcode","OPS096"
92353,"E245000","Hallucinogen dependence, unspecified","readcode","OPS096"
93009,"Eu19y00","[X]Men/beh dis mlt drg use/oth psy sbs: oth men & behav dis","readcode","OPS096"
93412,"13cM.00","Substance misuse","readcode","OPS096"
93850,"8HkF.00","Referral to substance misuse service","readcode","OPS096"
93979,"8B2T.00","Opioid antagonist therapy","readcode","OPS096"
93980,"8B2S.00","Opioid agonist substitution therapy","readcode","OPS096"
95460,"Z1Q6214","Heroin maintenance","readcode","OPS096"
95953,"E255300","Nondependent opioid abuse in remission","readcode","OPS096"
95955,"E253100","Nondependent hallucinogen abuse, continuous","readcode","OPS096"
95956,"E253200","Nondependent hallucinogen abuse, episodic","readcode","OPS096"
96004,"L183z00","Drug dependence during pregnancy/childbirth/puerperium NOS","readcode","OPS096"
96009,"9HC6.00","Substance misuse treatment declined","readcode","OPS096"
96049,"677T.00","Substance misuse structured counselling","readcode","OPS096"
96925,"1V65.00","Heroin misuse","readcode","OPS096"
97000,"1V3..00","Drug injection behaviour","readcode","OPS096"
97028,"1V64.00","Illicit drug use","readcode","OPS096"
97031,"1V66.00","Ecstasy misuse","readcode","OPS096"
97071,"1V63.00","Possession of drugs","readcode","OPS096"
97245,"1V6..00","Drug-related offending behaviour","readcode","OPS096"
97375,"E246100","Glue sniffing dependence, continuous","readcode","OPS096"
97488,"Eu11400","[X]Men & behav dis due opioid: withdrawl state with delirium","readcode","OPS096"
97561,"Eu12600","[X]Mental and behav dis due to use cannabinoids: amnesic syn","readcode","OPS096"
97578,"1V0..00","Misuses drugs","readcode","OPS096"
97648,"1V00.00","Occasional drug user","readcode","OPS096"
97676,"9k52.00","Drug misuse treatment primary care - enhanced services admin","readcode","OPS096"
97698,"1V02.00","Poly-drug misuser","readcode","OPS096"
98169,"1V62.00","Buying drugs","readcode","OPS096"
98221,"9No5.00","Seen in substance misuse clinic","readcode","OPS096"
98362,"9kS..00","Drug misuse assessment declined - enhanced services administ","readcode","OPS096"
98528,"1V01.00","Long-term drug misuser","readcode","OPS096"
98566,"9k53.00","Pharmacy attended for drug misuse - enhanced services admin","readcode","OPS096"
98618,"Eu18500","[X]Mental & behav dis due to vol solvents: psychotic disordr","readcode","OPS096"
98763,"9K4..00","SMR25a drug misuse initial assessment form","readcode","OPS096"
98914,"1V0C.00","Drug addict","readcode","OPS096"
100178,"8Hq..00","Admission to substance misuse detoxification centre","readcode","OPS096"
100632,"Z1Q6212","Methadone therapy","readcode","OPS096"
101697,"1V07.00","Notified addict","readcode","OPS096"
101738,"Eu1A300","[X]Mental behav disord due crack cocaine: withdrawal state","readcode","OPS096"
102176,"SL97011","Amphetamine poisoning","readcode","OPS096"
102440,"E244z11","Amfetamine or psychostimulant dependence NOS","readcode","OPS096"
102475,"Eu1A500","[X]Mental behav disord due crack cocaine: psychotic disorder","readcode","OPS096"
102582,"Eu1A200","[X]Mental behav disorders due use crack cocaine: depend synd","readcode","OPS096"
102591,"Eu14700","[X]Men & beh dis due cocaine: resid & late-onset psychot dis","readcode","OPS096"
103241,"9k51.11","Shared care drug misuse treatment","readcode","OPS096"
103726,"1V35.00","Shares drug equipment","readcode","OPS096"
103844,"1V0B.00","Sniffs drugs","readcode","OPS096"
103991,"Eu11600","[X]Mental and behav dis due to use opioids: amnesic syndrome","readcode","OPS096"
105104,"1V0A.00","Chases the dragon","readcode","OPS096"
105346,"Eu16700","[X]Mnt/bh dis due hallucngns: resid & late-onset psychot dis","readcode","OPS096"
105999,"1V08.00","Smokes drugs in cigarette form","readcode","OPS096"
106290,"9NdN.00","Declined consent for notification of drug misuse","readcode","OPS096"
106802,"9s...00","Drug misuse clinic administration","readcode","OPS096"
106958,"Eu19600","[X]Mental/behav dis multi drg use/oth psy sbs: amnesic syndr","readcode","OPS096"
107355,"9N1yJ00","Seen in drug misuse clinic","readcode","OPS096"
107593,"1V09.00","Smokes drugs through a pipe","readcode","OPS096"
107780,"1V32.00","Neck injector","readcode","OPS096"
109077,"E244011","Amfetamine or psychostimulant dependence, unspecified","readcode","OPS096"
109558,"1V30.00","Injects drugs subcutaneously","readcode","OPS096"
109871,"U606312","[X] Adverse reaction to cocaine","readcode","OPS096"
1691,"F120.00","Paralysis agitans","readcode","PRK051"
4321,"F12..00","Parkinson's disease","readcode","PRK051"
8956,"F130300","Parkinsonism with orthostatic hypotension","readcode","PRK051"
14912,"F12z.00","Parkinson's disease NOS","readcode","PRK051"
96860,"F11x900","Cerebral degeneration in Parkinson's disease","readcode","PRK051"
929,"K200.00","Prostatic hyperplasia unspecified","readcode","PRO092"
1053,"K21z.00","Prostatitis NOS","readcode","PRO092"
2041,"K22..00","Other disorders of prostate","readcode","PRO092"
2627,"K20..16","Prostatism","readcode","PRO092"
2946,"K211.00","Chronic prostatitis","readcode","PRO092"
3045,"K20..00","Benign prostatic hypertrophy","readcode","PRO092"
4235,"K221000","Prostatic congestion","readcode","PRO092"
5906,"1AA..00","Prostatism","readcode","PRO092"
7094,"K21..11","Prostatitis and other inflammatory diseases of prostate","readcode","PRO092"
7555,"K20..15","BPH - benign prostatic hypertrophy","readcode","PRO092"
10146,"K21..00","Prostate inflammatory diseases","readcode","PRO092"
14871,"K22yz00","Other prostate disorders NOS","readcode","PRO092"
16035,"K20z.00","Prostatic hyperplasia NOS","readcode","PRO092"
23601,"K221.00","Prostatic congestion or haemorrhage","readcode","PRO092"
27479,"K220.00","Calculus of prostate","readcode","PRO092"
29437,"K22y.00","Other disorders of prostate OS","readcode","PRO092"
29497,"K213.00","Prostatocystitis","readcode","PRO092"
33389,"K212.00","Abscess of prostate","readcode","PRO092"
33409,"K22z.00","Prostatic disorders NOS","readcode","PRO092"
35676,"K202.00","Prostatic hyperplasia of the medial lobe","readcode","PRO092"
47717,"K22y200","Stricture of prostate","readcode","PRO092"
48181,"K221100","Prostatic haemorrhage","readcode","PRO092"
53550,"K222.00","Atrophy of prostate","readcode","PRO092"
59599,"K22y000","Prostatic fistula","readcode","PRO092"
62232,"K21y.00","Other prostatic inflammatory diseases","readcode","PRO092"
64296,"K201.00","Prostatic hyperplasia of the lateral lobe","readcode","PRO092"
65775,"K22y100","Infarction of prostate","readcode","PRO092"
67204,"K22y300","Periprostatic adhesions","readcode","PRO092"
71783,"K221z00","Prostatic congestion or haemorrhage NOS","readcode","PRO092"
72679,"Kyu6100","[X]Other specified disorders of prostate","readcode","PRO092"
162,"M161000","Psoriasis unspecified","readcode","PSO090"
172,"M161z00","Psoriasis NOS","readcode","PSO090"
230,"M12z100","Eczema NOS","readcode","PSO090"
610,"M112.00","Infantile eczema","readcode","PSO090"
653,"M101.12","Seborrhoeic eczema","readcode","PSO090"
1095,"M12z111","Discoid eczema","readcode","PSO090"
1240,"M113.00","Flexural eczema","readcode","PSO090"
1741,"M111.00","Atopic dermatitis/eczema","readcode","PSO090"
2859,"14F1.00","H/O: eczema","readcode","PSO090"
2945,"M161B00","Psoriasis plantaris","readcode","PSO090"
3193,"M161600","Guttate psoriasis","readcode","PSO090"
3437,"14F2.00","H/O: psoriasis","readcode","PSO090"
3699,"M12z300","Hand eczema","readcode","PSO090"
3733,"M16..00","Psoriasis and similar disorders","readcode","PSO090"
4231,"M161D00","Pustular psoriasis","readcode","PSO090"
4684,"M119.00","Discoid eczema","readcode","PSO090"
5000,"M102.11","Pustular eczema","readcode","PSO090"
5391,"M12..12","Contact eczema","readcode","PSO090"
5869,"M114.00","Allergic (intrinsic) eczema","readcode","PSO090"
6218,"F502411","Eczema of external ear","readcode","PSO090"
6399,"M12..00","Contact dermatitis and other eczemas","readcode","PSO090"
8014,"M161A00","Psoriasis palmaris","readcode","PSO090"
8994,"M12z400","Erythrodermic eczema","readcode","PSO090"
11761,"M16y000","Scalp psoriasis","readcode","PSO090"
15372,"M07y.11","Pustular eczema","readcode","PSO090"
15879,"F4D3112","Contact eczema - eyelids","readcode","PSO090"
17094,"M161H00","Erythrodermic psoriasis","readcode","PSO090"
18755,"M161400","Psoriasis discoidea","readcode","PSO090"
20222,"M161E00","Psoriasis universalis","readcode","PSO090"
21104,"M161100","Psoriasis annularis","readcode","PSO090"
21633,"M161500","Psoriasis geographica","readcode","PSO090"
22501,"M161.00","Other psoriasis","readcode","PSO090"
22764,"Myu2200","[X]Exacerbation of eczema","readcode","PSO090"
24136,"M161C00","Psoriasis punctata","readcode","PSO090"
29779,"F4D3000","Eczematous eyelid dermatitis","readcode","PSO090"
30210,"M161F00","Psoriasis vulgaris","readcode","PSO090"
30272,"M161200","Psoriasis circinata","readcode","PSO090"
30975,"M16z.00","Psoriasis and similar disorders NOS","readcode","PSO090"
39721,"Myu2.00","[X]Dermatitis and eczema","readcode","PSO090"
41149,"M16y.00","Other psoriasis and similar disorders","readcode","PSO090"
42008,"M161300","Psoriasis diffusa","readcode","PSO090"
48257,"M161800","Psoriasis inveterata","readcode","PSO090"
60169,"M161900","Psoriasis ostracea","readcode","PSO090"
65839,"M161700","Psoriasis gyrata","readcode","PSO090"
66711,"Myu3000","[X]Other psoriasis","readcode","PSO090"
93511,"M161F11","Chronic large plaque psoriasis","readcode","PSO090"
102327,"M11A.00","Asteatotic eczema","readcode","PSO090"
102515,"M1y2.00","Gravitational eczema","readcode","PSO090"
105229,"M166.00","Palmoplantar pustular psoriasis","readcode","PSO090"
1517,"G73z000","Intermittent claudication","readcode","PVD074"
2760,"G73zz00","Peripheral vascular disease NOS","readcode","PVD074"
3530,"G73z.00","Peripheral vascular disease NOS","readcode","PVD074"
5943,"G73..00","Other peripheral vascular disease","readcode","PVD074"
18499,"662U.00","Peripheral vascular disease monitoring","readcode","PVD074"
476,"M160.00","Psoriatic arthropathy","readcode","RHE088"
844,"N040.00","Rheumatoid arthritis","readcode","RHE088"
1408,"N20..00","Polymyalgia rheumatica","readcode","RHE088"
2667,"M154100","Discoid lupus erythematosus","readcode","RHE088"
3649,"N241z00","Myalgia or myositis NOS","readcode","RHE088"
3944,"N044.00","Chronic post-rheumatic arthropathy","readcode","RHE088"
4125,"M154.00","Lupus erythematosus","readcode","RHE088"
4186,"N043.00","Juvenile rheumatoid arthritis - Still's disease","readcode","RHE088"
4578,"N04y100","Sero negative arthritis","readcode","RHE088"
4908,"N003.00","Dermatomyositis","readcode","RHE088"
5492,"N241100","Myositis unspecified","readcode","RHE088"
5723,"N042200","Rheumatoid nodule","readcode","RHE088"
5723,"N042200","Rheumatoid nodule","readcode","RHE088"
6916,"N040P00","Seronegative rheumatoid arthritis","readcode","RHE088"
7196,"N045.00","Other juvenile arthritis","readcode","RHE088"
7196,"N045.00","Other juvenile arthritis","readcode","RHE088"
7522,"M154z00","Lupus erythematosus NOS","readcode","RHE088"
7871,"N000.00","Systemic lupus erythematosus","readcode","RHE088"
8350,"N040T00","Flare of rheumatoid arthritis","readcode","RHE088"
8583,"N042000","Rheumatic carditis","readcode","RHE088"
9707,"N047.00","Seropositive errosive rheumatoid arthritis","readcode","RHE088"
12019,"N04X.00","Seropositive rheumatoid arthritis, unspecified","readcode","RHE088"
12500,"M160z00","Psoriatic arthropathy NOS","readcode","RHE088"
12575,"N045300","Juvenile arthritis in Crohn's disease","readcode","RHE088"
12575,"N045300","Juvenile arthritis in Crohn's disease","readcode","RHE088"
15511,"N004.00","Polymyositis","readcode","RHE088"
17675,"N001100","CREST syndrome","readcode","RHE088"
18155,"N040Q00","Rheumatoid bursitis","readcode","RHE088"
20615,"N04..11","Inflammatory polyarthropathy","readcode","RHE088"
21358,"N040200","Rheumatoid arthritis of shoulder","readcode","RHE088"
21533,"N043200","Pauciarticular juvenile rheumatoid arthritis","readcode","RHE088"
23552,"N041.00","Felty's syndrome","readcode","RHE088"
23833,"N04yz00","Other specified inflammatory polyarthropathy NOS","readcode","RHE088"
24747,"N04z.00","Inflammatory polyarthropathy NOS","readcode","RHE088"
25020,"N065.00","Unspecified polyarthropathy or polyarthritis","readcode","RHE088"
25390,"M154700","Subacute cutaneous lupus erythematosus","readcode","RHE088"
26368,"M160000","Psoriasis spondylitica","readcode","RHE088"
27512,"N241.00","Myalgia and myositis unspecified","readcode","RHE088"
27557,"N043z00","Juvenile rheumatoid arthritis NOS","readcode","RHE088"
27603,"N04..00","Rheumatoid arthritis and other inflammatory polyarthropathy","readcode","RHE088"
28316,"N003X00","Dermatopolymyositis, unspecified","readcode","RHE088"
28417,"N001.12","Systemic sclerosis","readcode","RHE088"
28456,"N045200","Juvenile arthritis in psoriasis","readcode","RHE088"
30548,"N040N00","Rheumatoid vasculitis","readcode","RHE088"
31054,"N040S00","Rheumatoid arthritis - multiple joint","readcode","RHE088"
31181,"N045100","Juvenile seronegative polyarthritis","readcode","RHE088"
31360,"N045500","Juvenile rheumatoid arthritis","readcode","RHE088"
31724,"N04y000","Rheumatoid lung","readcode","RHE088"
32001,"N04y200","Adult-onset Still's disease","readcode","RHE088"
32649,"N003000","Juvenile dermatomyositis","readcode","RHE088"
34880,"N10..00","Inflammatory spondylopathies","readcode","RHE088"
36276,"N043300","Monarticular juvenile rheumatoid arthritis","readcode","RHE088"
36597,"N04y.00","Other specified inflammatory polyarthropathy","readcode","RHE088"
37418,"N241200","Fibromyositis NOS","readcode","RHE088"
37431,"N042z00","Rheumatoid arthropathy + visceral/systemic involvement NOS","readcode","RHE088"
41941,"N040900","Rheumatoid arthritis of PIP joint of finger","readcode","RHE088"
42299,"N040800","Rheumatoid arthritis of MCP joint","readcode","RHE088"
42405,"N045000","Juvenile ankylosing spondylitis","readcode","RHE088"
42405,"N045000","Juvenile ankylosing spondylitis","readcode","RHE088"
44141,"N001000","Progressive systemic sclerosis","readcode","RHE088"
46436,"N042100","Rheumatoid lung disease","readcode","RHE088"
46622,"N045600","Pauciarticular onset juvenile chronic arthritis","readcode","RHE088"
47831,"N043100","Acute polyarticular juvenile rheumatoid arthritis","readcode","RHE088"
48832,"N040700","Rheumatoid arthritis of wrist","readcode","RHE088"
49067,"N040B00","Rheumatoid arthritis of hip","readcode","RHE088"
49227,"N042.00","Other rheumatoid arthropathy + visceral/systemic involvement","readcode","RHE088"
50644,"N043000","Juvenile rheumatoid arthropathy unspecified","readcode","RHE088"
50863,"N040D00","Rheumatoid arthritis of knee","readcode","RHE088"
51238,"N040K00","Rheumatoid arthritis of 1st MTP joint","readcode","RHE088"
51239,"N040F00","Rheumatoid arthritis of ankle","readcode","RHE088"
59738,"N040500","Rheumatoid arthritis of elbow","readcode","RHE088"
63198,"N040A00","Rheumatoid arthritis of DIP joint of finger","readcode","RHE088"
63365,"N040600","Rheumatoid arthritis of distal radio-ulnar joint","readcode","RHE088"
70658,"N040H00","Rheumatoid arthritis of talonavicular joint","readcode","RHE088"
71083,"N045400","Juvenile arthritis in ulcerative colitis","readcode","RHE088"
71784,"N040J00","Rheumatoid arthritis of other tarsal joint","readcode","RHE088"
73619,"N040G00","Rheumatoid arthritis of subtalar joint","readcode","RHE088"
94854,"Nyu1500","[X]Other juvenile arthritis","readcode","RHE088"
96880,"M160.11","Psoriatic arthritis","readcode","RHE088"
99414,"N040L00","Rheumatoid arthritis of lesser MTP joint","readcode","RHE088"
100776,"N040C00","Rheumatoid arthritis of sacro-iliac joint","readcode","RHE088"
100914,"N040400","Rheumatoid arthritis of acromioclavicular joint","readcode","RHE088"
107112,"N040M00","Rheumatoid arthritis of IP joint of toe","readcode","RHE088"
107791,"N040E00","Rheumatoid arthritis of tibio-fibular joint","readcode","RHE088"
107963,"N040300","Rheumatoid arthritis of sternoclavicular joint","readcode","RHE088"
576,"E104.00","Acute schizophrenic episode","readcode","SCZ094"
694,"Eu2z.11","[X]Psychosis NOS","readcode","SCZ094"
854,"E10..00","Schizophrenic disorders","readcode","SCZ094"
1494,"E103.00","Paranoid schizophrenia","readcode","SCZ094"
1531,"Eu31.11","[X]Manic-depressive illness","readcode","SCZ094"
2113,"Eu22011","[X]Paranoid psychosis","readcode","SCZ094"
2117,"E107.00","Schizo-affective schizophrenia","readcode","SCZ094"
2560,"E11..12","Depressive psychoses","readcode","SCZ094"
2741,"Eu30000","[X]Hypomania","readcode","SCZ094"
2882,"E00z.00","Senile or presenile psychoses NOS","readcode","SCZ094"
3702,"E114.00","Bipolar affective disorder, currently manic","readcode","SCZ094"
3890,"E121.00","Chronic paranoid psychosis","readcode","SCZ094"
3984,"E100200","Chronic schizophrenic","readcode","SCZ094"
4390,"285..11","Psychotic condition, insight present","readcode","SCZ094"
4677,"E115.00","Bipolar affective disorder, currently depressed","readcode","SCZ094"
4678,"Eu30z11","[X]Mania NOS","readcode","SCZ094"
4732,"Eu31500","[X]Bipolar affect dis cur epi severe depres with psyc symp","readcode","SCZ094"
6710,"Eu31.12","[X]Manic-depressive psychosis","readcode","SCZ094"
6874,"Eu31.00","[X]Bipolar affective disorder","readcode","SCZ094"
8407,"E10z.00","Schizophrenia NOS","readcode","SCZ094"
8567,"E11..11","Bipolar psychoses","readcode","SCZ094"
8766,"Eu0z.12","[X]Symptomatic psychosis NOS","readcode","SCZ094"
9281,"E103z00","Paranoid schizophrenia NOS","readcode","SCZ094"
9422,"Eu25.00","[X]Schizoaffective disorders","readcode","SCZ094"
9521,"Eu30.11","[X]Bipolar disorder, single manic episode","readcode","SCZ094"
10575,"E107z00","Schizo-affective schizophrenia NOS","readcode","SCZ094"
11055,"Eu25100","[X]Schizoaffective disorder, depressive type","readcode","SCZ094"
11596,"E11y000","Unspecified manic-depressive psychoses","readcode","SCZ094"
12099,"Eu32300","[X]Severe depressive episode with psychotic symptoms","readcode","SCZ094"
12173,"Eu30.00","[X]Manic episode","readcode","SCZ094"
12771,"E12z.00","Paranoid psychosis NOS","readcode","SCZ094"
12831,"E115.11","Manic-depressive - now depressed","readcode","SCZ094"
13024,"Eu30100","[X]Mania without psychotic symptoms","readcode","SCZ094"
14656,"E11..00","Affective psychoses","readcode","SCZ094"
14784,"E117.00","Unspecified bipolar affective disorder","readcode","SCZ094"
14971,"E122.00","Paraphrenia","readcode","SCZ094"
15249,"E00y.00","Other senile and presenile organic psychoses","readcode","SCZ094"
15733,"E100000","Unspecified schizophrenia","readcode","SCZ094"
15923,"E115000","Bipolar affective disorder, currently depressed, unspecified","readcode","SCZ094"
15958,"E1...00","Non-organic psychoses","readcode","SCZ094"
16347,"E114300","Bipolar affect disord, currently manic, severe, no psychosis","readcode","SCZ094"
16537,"E1y..00","Other specified non-organic psychoses","readcode","SCZ094"
16562,"Eu31300","[X]Bipolar affect disorder cur epi mild or moderate depressn","readcode","SCZ094"
16764,"Eu20000","[X]Paranoid schizophrenia","readcode","SCZ094"
16808,"Eu31000","[X]Bipolar affective disorder, current episode hypomanic","readcode","SCZ094"
16861,"Eu33315","[X]Recurrent severe episodes of psychotic depression","readcode","SCZ094"
16905,"Eu25011","[X]Schizoaffective psychosis, manic type","readcode","SCZ094"
17281,"Eu2..00","[X]Schizophrenia, schizotypal and delusional disorders","readcode","SCZ094"
17385,"E114.11","Manic-depressive - now manic","readcode","SCZ094"
18053,"Eu20y13","[X]Schizophrenifrm psychos NOS","readcode","SCZ094"
18909,"E110.11","Hypomanic psychoses","readcode","SCZ094"
19967,"E111000","Recurrent manic episodes, unspecified","readcode","SCZ094"
20785,"Eu20400","[X]Post-schizophrenic depression","readcode","SCZ094"
21065,"Eu30200","[X]Mania with psychotic symptoms","readcode","SCZ094"
21455,"Eu23012","[X]Cycloid psychosis","readcode","SCZ094"
22188,"E1z..00","Non-organic psychosis NOS","readcode","SCZ094"
22644,"286..11","Poor insight into psychotic condition","readcode","SCZ094"
22713,"1S42.00","Manic mood","readcode","SCZ094"
23616,"E100100","Subchronic schizophrenia","readcode","SCZ094"
24107,"Eu20511","[X]Chronic undifferentiated schizophrenia","readcode","SCZ094"
24171,"E113400","Recurrent major depressive episodes, severe, with psychosis","readcode","SCZ094"
24345,"E134.00","Psychogenic paranoid psychosis","readcode","SCZ094"
24689,"E116100","Mixed bipolar affective disorder, mild","readcode","SCZ094"
25546,"E102.00","Catatonic schizophrenia","readcode","SCZ094"
26143,"Eu23112","[X]Cycloid psychosis with symptoms of schizophrenia","readcode","SCZ094"
26161,"E11..13","Manic psychoses","readcode","SCZ094"
26227,"E111.00","Recurrent manic episodes","readcode","SCZ094"
26299,"Eu31100","[X]Bipolar affect disorder cur epi manic wout psychotic symp","readcode","SCZ094"
27739,"E111200","Recurrent manic episodes, moderate","readcode","SCZ094"
27770,"Eu23312","[X]Psychogenic paranoid psychosis","readcode","SCZ094"
27890,"E115200","Bipolar affective disorder, currently depressed, moderate","readcode","SCZ094"
27935,"Eu02z15","[X] Senile psychosis NOS","readcode","SCZ094"
27986,"E117z00","Unspecified bipolar affective disorder, NOS","readcode","SCZ094"
28168,"Eu44.14","[X]Hysterical psychosis","readcode","SCZ094"
28277,"Eu31200","[X]Bipolar affect disorder cur epi manic with psychotic symp","readcode","SCZ094"
28562,"Eu22.00","[X]Persistent delusional disorders","readcode","SCZ094"
28677,"Eu33312","[X]Manic-depress psychosis,depressed type+psychotic symptoms","readcode","SCZ094"
29451,"Eu33213","[X]Manic-depress psychosis,depressd,no psychotic symptoms","readcode","SCZ094"
30282,"ZRby100","Profile of mood states, bipolar","readcode","SCZ094"
30619,"E101.00","Hebephrenic schizophrenia","readcode","SCZ094"
30985,"Eu2y.00","[X]Other nonorganic psychotic disorders","readcode","SCZ094"
31316,"E116.00","Mixed bipolar affective disorder","readcode","SCZ094"
31362,"E103200","Chronic paranoid schizophrenia","readcode","SCZ094"
31493,"Eu20214","[X]Schizophrenic flexibilatis cerea","readcode","SCZ094"
31535,"E116000","Mixed bipolar affective disorder, unspecified","readcode","SCZ094"
31633,"Eu3z.11","[X]Affective psychosis NOS","readcode","SCZ094"
31738,"Eu2y.11","[X]Chronic hallucinatory psychosis","readcode","SCZ094"
31757,"Eu33314","[X]Recurr severe episodes/psychogenic depressive psychosis","readcode","SCZ094"
31984,"E13..00","Other nonorganic psychoses","readcode","SCZ094"
32088,"Eu30y00","[X]Other manic episodes","readcode","SCZ094"
32222,"E100.00","Simple schizophrenia","readcode","SCZ094"
32295,"E111400","Recurrent manic episodes, severe, with psychosis","readcode","SCZ094"
33338,"E10y000","Atypical schizophrenia","readcode","SCZ094"
33383,"E103000","Unspecified paranoid schizophrenia","readcode","SCZ094"
33410,"Eu25z11","[X]Schizoaffective psychosis NOS","readcode","SCZ094"
33425,"E11zz00","Other affective psychosis NOS","readcode","SCZ094"
33426,"E11yz00","Other and unspecified manic-depressive psychoses NOS","readcode","SCZ094"
33693,"Eu25200","[X]Schizoaffective disorder, mixed type","readcode","SCZ094"
33751,"Eu31z00","[X]Bipolar affective disorder, unspecified","readcode","SCZ094"
33847,"Eu25000","[X]Schizoaffective disorder, manic type","readcode","SCZ094"
