prodcode,CodingSystem,productname,gemscriptcode,source
51293,prodcode,Diclofenac potassium 50mg tablets (Phoenix Healthcare Distribution Ltd),8380020,PNC004
51327,prodcode,Codeine 30mg tablets (Alliance Healthcare (Distribution) Ltd),4403020,PNC004
51339,prodcode,Indometacin 25mg capsules (Genesis Pharmaceuticals Ltd),40591020,PNC004
51343,prodcode,Voltarol Rapid 25mg tablets (DE Pharmaceuticals),39330020,PNC004
51360,prodcode,Naproxen 250mg tablets (Accord Healthcare Ltd),8246020,PNC004
51381,prodcode,Generic Solpadeine Plus capsules,14677020,PNC004
51384,prodcode,OxyNorm 20mg capsules (DE Pharmaceuticals),4559020,PNC004
51595,prodcode,Calpol Infant 120mg/5ml oral suspension 5ml sachets (McNeil Products Ltd),21194020,PNC004
51611,prodcode,OxyNorm 10mg/1ml solution for injection ampoules (Mawdsley-Brooks & Company Ltd),10749020,PNC004
51614,prodcode,Ibuprofen 200mg caplets (Lloyds Pharmacy Ltd),8135020,PNC004
51644,prodcode,Codeine 30mg tablets (Bristol Laboratories Ltd),4405020,PNC004
51769,prodcode,Nurofen for Children Singles 100mg/5ml oral suspension 5ml sachets orange (Reckitt Benckiser Healthcare (UK) Ltd),14178020,PNC004
51789,prodcode,OxyNorm 10mg capsules (Waymade Healthcare Plc),4552020,PNC004
51808,prodcode,Diclofenac 12.5mg/5ml oral solution,29485020,PNC004
51819,prodcode,Co-codamol 8mg/500mg capsules (Phoenix Healthcare Distribution Ltd),4325020,PNC004
51827,prodcode,Mefenamic acid 500mg tablets (Sigma Pharmaceuticals Plc),8236020,PNC004
51828,prodcode,Ibuprofen 100mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd),8175020,PNC004
51829,prodcode,Naproxen 250mg tablets (Kent Pharmaceuticals Ltd),8242020,PNC004
51874,prodcode,Arcoxia 30mg tablets (Lexon (UK) Ltd),39400020,PNC004
51896,prodcode,OxyContin 80mg modified-release tablets (Mawdsley-Brooks & Company Ltd),4576020,PNC004
51924,prodcode,Lyrica 20mg/ml oral solution (Pfizer Ltd),41881020,PNC004
51937,prodcode,Codeine 15mg tablets (Bristol Laboratories Ltd),4400020,PNC004
51943,prodcode,Orbifen For Children 100mg/5ml oral suspension (Orbis Consumer Products Ltd),8172020,PNC004
52009,prodcode,Ibuprofen 200mg capsules (Galpharm International Ltd),9769020,PNC004
52085,prodcode,Co-codamol 30mg/500mg effervescent tablets (Zanza Laboratories Ltd),4332020,PNC004
52154,prodcode,Ibuprofen 200mg tablets (Galpharm International Ltd),67026020,PNC004
52216,prodcode,Longtec 5mg modified-release tablets (Qdem Pharmaceuticals Ltd),42244020,PNC004
52217,prodcode,Longtec 10mg modified-release tablets (Qdem Pharmaceuticals Ltd),42184020,PNC004
52220,prodcode,Longtec 40mg modified-release tablets (Qdem Pharmaceuticals Ltd),42186020,PNC004
52338,prodcode,Diclofenac potassium 50mg tablets (Focus Pharmaceuticals Ltd),8378020,PNC004
52389,prodcode,Voltarol 50mg suppositories (Sigma Pharmaceuticals Plc),8049020,PNC004
52400,prodcode,Pethidine 100mg/10ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),9363020,PNC004
52420,prodcode,Celebrex 100mg capsules (Mawdsley-Brooks & Company Ltd),8519020,PNC004
52455,prodcode,Medinol For Children 120mg/5ml oral suspension (SSL International Plc),43836020,PNC004
52495,prodcode,Tramadol 50mg capsules (Bristol Laboratories Ltd),4490020,PNC004
52547,prodcode,Lyrica 50mg capsules (Waymade Healthcare Plc),10932020,PNC004
52592,prodcode,OxyNorm 10mg capsules (DE Pharmaceuticals),4555020,PNC004
52605,prodcode,Tramadol 50mg capsules (Accord Healthcare Ltd),39814020,PNC004
52617,prodcode,Ibuprofen 100mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc),8184020,PNC004
52714,prodcode,Etodolac 600mg modified-release tablets (Alliance Healthcare (Distribution) Ltd),8117020,PNC004
52809,prodcode,OxyContin 10mg modified-release tablets (Lexon (UK) Ltd),4562020,PNC004
52888,prodcode,Codeine 15mg tablets (Kent Pharmaceuticals Ltd),4396020,PNC004
52889,prodcode,Codeine 25mg/5ml oral solution (A A H Pharmaceuticals Ltd),4411020,PNC004
52929,prodcode,Codeine 15mg tablets (Sigma Pharmaceuticals Plc),4399020,PNC004
52931,prodcode,Naproxen 500mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),8265020,PNC004
52948,prodcode,Paracetamol 1g/5ml oral suspension,33454020,PNC004
52966,prodcode,Generic Solpadeine Plus tablets,14679020,PNC004
52977,prodcode,Tramadol 100mg modified-release capsules (A A H Pharmaceuticals Ltd),4529020,PNC004
53062,prodcode,Hydromorphone 10mg/1ml solution for injection ampoules,38912020,PNC004
53079,prodcode,Co-dydramol 10mg/500mg tablets (Sigma Pharmaceuticals Plc),4304020,PNC004
53106,prodcode,Morphine sulfate 5mg/5ml solution for injection ampoules,31908020,PNC004
53113,prodcode,OxyContin 10mg modified-release tablets (DE Pharmaceuticals),4564020,PNC004
53116,prodcode,Longtec 20mg modified-release tablets (Qdem Pharmaceuticals Ltd),42185020,PNC004
53164,prodcode,Diclofenac sodium 25mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),68114020,PNC004
53181,prodcode,Diamorphine 10mg powder for solution for injection vials (Teva UK Ltd),76866020,PNC004
53208,prodcode,Co-proxamol 32.5mg/325mg tablets (Lexon (UK) Ltd),4308020,PNC004
53273,prodcode,Morphine hydrochloride 10mg/5ml oral solution (Special Order),31027020,PNC004
53287,prodcode,Co-codamol 30mg/500mg effervescent tablets (Alliance Healthcare (Distribution) Ltd),4326020,PNC004
53331,prodcode,Ibuprofen 100mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),8171020,PNC004
53345,prodcode,Voltarol Rapid 50mg tablets (Lexon (UK) Ltd),8375020,PNC004
53384,prodcode,Voltarol 50mg dispersible tablets (Mawdsley-Brooks & Company Ltd),8092020,PNC004
53397,prodcode,Brufen 100mg/5ml syrup (Mawdsley-Brooks & Company Ltd),38583020,PNC004
53417,prodcode,Diamorphine 10mg powder for solution for injection ampoules (Actavis UK Ltd),4427020,PNC004
53576,prodcode,Arcoxia 120mg tablets (DE Pharmaceuticals),10607020,PNC004
53600,prodcode,Codeine 60mg tablets (Alliance Healthcare (Distribution) Ltd),4408020,PNC004
53604,prodcode,Ibuprofen 200mg capsules (Numark Ltd),9766020,PNC004
53617,prodcode,Ibuprofen and codeine 200mg+12.8mg Tablet (Almus Pharmaceuticals Ltd),78855020,PNC004
53626,prodcode,Naproxen 500mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),8266020,PNC004
53639,prodcode,Morphine 10mg modified-release tablets (Sigma Pharmaceuticals Plc),4578020,PNC004
53679,prodcode,Co-codamol 30mg/500mg effervescent tablets (A A H Pharmaceuticals Ltd),4328020,PNC004
53700,prodcode,Naproxen 250mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),8258020,PNC004
53702,prodcode,Co-codamol 30mg/500mg tablets (Actavis UK Ltd),72186020,PNC004
53709,prodcode,Pethidine oral liquid,94114020,PNC004
53803,prodcode,Ibuprofen 200mg capsules (Kent Pharmaceuticals Ltd),9767020,PNC004
53918,prodcode,Morphine sulfate 10mg/1ml solution for injection ampoules (Hameln Pharmaceuticals Ltd),9741020,PNC004
53929,prodcode,Pethidine 50mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),9366020,PNC004
53952,prodcode,Paracetamol 500mg capsules (Lloyds Pharmacy Ltd),4243020,PNC004
53961,prodcode,Perfalgan 500mg/50ml solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd),89488020,PNC004
53980,prodcode,Naproxen 250mg tablets (Phoenix Healthcare Distribution Ltd),8247020,PNC004
53984,prodcode,Paracetamol 500mg/5ml oral suspension sugar free,46685020,PNC004
53999,prodcode,Codeine phosphate 60mg Tablet (Wockhardt UK Ltd),77532020,PNC004
54017,prodcode,Morphine sulphate Capsule,94727020,PNC004
54021,prodcode,Voltarol Retard 100mg tablets (Sigma Pharmaceuticals Plc),8069020,PNC004
54023,prodcode,Tramadol 50mg modified-release capsules (A A H Pharmaceuticals Ltd),4524020,PNC004
54075,prodcode,Voltarol 50mg dispersible tablets (Stephar (U.K.) Ltd),8091020,PNC004
54085,prodcode,Pethidine capsule,94386020,PNC004
54137,prodcode,Ibuprofen 400mg tablets (Aspar Pharmaceuticals Ltd),68820020,PNC004
54179,prodcode,Paracetamol 500mg tablets (The Boots Company Plc),4201020,PNC004
54304,prodcode,Naproxen 500mg tablets (Actavis UK Ltd),57065020,PNC004
54354,prodcode,Dihydrocodeine 30mg tablets (Kent Pharmaceuticals Ltd),4439020,PNC004
54406,prodcode,Morphine sulfate 30mg suppositories (Martindale Pharmaceuticals Ltd),51526020,PNC004
54476,prodcode,Naproxen 500mg gastro-resistant tablets (Genesis Pharmaceuticals Ltd),40594020,PNC004
54514,prodcode,Ibuprofen lysine 400mg oral powder sachets,46754020,PNC004
54518,prodcode,Diclofenac sodium 50mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),8079020,PNC004
54520,prodcode,Morphine sulphate Oral solution,94146020,PNC004
54694,prodcode,Longtec 80mg modified-release tablets (Qdem Pharmaceuticals Ltd),42187020,PNC004
54713,prodcode,Dypracet 20mg/500mg tablets (Auden McKenzie (Pharma Division) Ltd),41379020,PNC004
54783,prodcode,Naproxen 250mg tablets (Teva UK Ltd),53359020,PNC004
54790,prodcode,Pethidine 50mg tablets (Teva UK Ltd),46333020,PNC004
54806,prodcode,Transtec 52.5micrograms/hour transdermal patches (DE Pharmaceuticals),13270020,PNC004
54853,prodcode,Paracetamol 120mg/5ml oral solution paediatric sugar free (A A H Pharmaceuticals Ltd),4256020,PNC004
54870,prodcode,Piroxicam 0.5% gel (Alliance Healthcare (Distribution) Ltd),8549020,PNC004
54906,prodcode,Diclofenac 50mg/5ml oral suspension,29442020,PNC004
54979,prodcode,Fentanyl 50micrograms/hour transdermal patches (A A H Pharmaceuticals Ltd),71753020,PNC004
55008,prodcode,Gabapentin 6% gel,37553020,PNC004
55009,prodcode,Brufen 600mg effervescent granules sachets (Necessity Supplies Ltd),8167020,PNC004
55044,prodcode,Co-codamol 30mg/500mg caplets (Waymade Healthcare Plc),47328020,PNC004
55052,prodcode,Morcap SR 50mg capsules (Hospira UK Ltd),85226020,PNC004
55099,prodcode,Acoflam 100mg Retard tablets (Mercury Pharma Group Ltd),86649020,PNC004
55129,prodcode,Paracetamol 500mg caplets (Waymade Healthcare Plc),47319020,PNC004
55153,prodcode,Nurofen Express Soluble 400mg oral powder sachets (Reckitt Benckiser Healthcare (UK) Ltd),46755020,PNC004
55206,prodcode,Morphine 20mg modified-release capsules,4587020,PNC004
55221,prodcode,Diamorphine 500mg powder for solution for injection ampoules,4436020,PNC004
55233,prodcode,Ibuprofen 400mg Tablet (Nucare Plc),66410020,PNC004
55245,prodcode,Co-proxamol 32.5mg/325mg tablets (Phoenix Healthcare Distribution Ltd),4309020,PNC004
55290,prodcode,Paracetamol 300mg with phenylephrine 5mg & caffeine 25mg capsule,73431020,PNC004
55301,prodcode,Benorilate 2g/5ml Liquid (Approved Prescription Services Ltd),54695020,PNC004
55304,prodcode,Nubain 10mg/1ml solution for injection ampoules (Bristol-Myers Squibb Pharmaceuticals Ltd),4468020,PNC004
55309,prodcode,Codeine 15mg tablets (Phoenix Healthcare Distribution Ltd),4401020,PNC004
55313,prodcode,Ibuprofen 400mg tablets (Boston Healthcare Ltd),77645020,PNC004
55365,prodcode,Morphine sulfate 50mg/50ml solution for infusion vials (A A H Pharmaceuticals Ltd),40105020,PNC004
55418,prodcode,Paracetamol 500mg Tablet (Almus Pharmaceuticals Ltd),78863020,PNC004
55425,prodcode,Dihydrocodeine 10mg tablets,99511020,PNC004
55434,prodcode,Ibuprofen 400mg tablets (Bristol Laboratories Ltd),8154020,PNC004
55454,prodcode,Naproxen 500mg tablets (Kent Pharmaceuticals Ltd),8249020,PNC004
55465,prodcode,Co-codamol 30mg/500mg capsules (Sigma Pharmaceuticals Plc),4339020,PNC004
55486,prodcode,Naproxen 500mg tablets (Teva UK Ltd),53360020,PNC004
55505,prodcode,Naproxen 250mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),8259020,PNC004
55530,prodcode,Co-dydramol 10mg/500mg tablets (Phoenix Healthcare Distribution Ltd),4305020,PNC004
55582,prodcode,Celebrex 200mg capsules (Lexon (UK) Ltd),8512020,PNC004
55724,prodcode,Diamorphine 500mg powder for solution for injection vials,36810020,PNC004
55752,prodcode,Fentanyl 100micrograms/hour transdermal patches (Phoenix Healthcare Distribution Ltd),9345020,PNC004
55817,prodcode,Lloydspharmacy Paracetamol 120mg/5ml oral suspension sugar free (Lloyds Pharmacy Ltd),4264020,PNC004
55828,prodcode,Benorilate 2g/5ml Liquid (Berk Pharmaceuticals Ltd),48851020,PNC004
55832,prodcode,Morphine sulphate 15mg/ml Injection (Celltech Pharma Europe Ltd),50132020,PNC004
55839,prodcode,Pethidine 50mg/ml Injection (Roche Products Ltd),50249020,PNC004
55852,prodcode,Pethidine 10mg/ml Injection (Martindale Pharmaceuticals Ltd),51617020,PNC004
55894,prodcode,Naproxen 500mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),8270020,PNC004
55913,prodcode,Voltarol 50mg suppositories (Lexon (UK) Ltd),39886020,PNC004
55972,prodcode,Pregabalin 150mg/5ml oral solution,35980020,PNC004
56006,prodcode,Co-codamol 8mg/500mg tablets (Bristol Laboratories Ltd),4296020,PNC004
56022,prodcode,Pethidine 50mg Capsule (Martindale Pharmaceuticals Ltd),75279020,PNC004
56039,prodcode,Ibuprofen 600mg tablets (Waymade Healthcare Plc),14564021,PNC004
56046,prodcode,Paracetamol 500mg capsules (Waymade Healthcare Plc),47325020,PNC004
56078,prodcode,Rhumalgan XL 100mg capsules (Almus Pharmaceuticals Ltd),61021,PNC004
56106,prodcode,Naproxen 500mg/5ml oral suspension,20550020,PNC004
56171,prodcode,Co-codamol 30mg/500mg capsules (Kent Pharmaceuticals Ltd),4334020,PNC004
56178,prodcode,Codeine 60mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),4412020,PNC004
56202,prodcode,Morphine sulphate Injection,94725020,PNC004
56205,prodcode,Boots Paracetamol and Codeine Extra capsules (The Boots Company Plc),14678020,PNC004
56213,prodcode,Ibuprofen 400mg tablets sugar coated (Kent Pharmaceuticals Ltd),8145020,PNC004
56266,prodcode,Co-codamol 30mg/500mg tablets (Alliance Healthcare (Distribution) Ltd),4311020,PNC004
56275,prodcode,Meloxicam 7.5mg tablets (Teva UK Ltd),72217020,PNC004
56329,prodcode,Morphine sulfate 10mg/2ml solution for injection ampoules,31888020,PNC004
56340,prodcode,Co-codamol 30mg/500mg caplets (J M McGill Ltd),15644021,PNC004
56441,prodcode,Calprofen 100mg/5ml oral suspension 5ml sachets (McNeil Products Ltd),14184020,PNC004
56461,prodcode,Co-codamol 30mg/500mg tablets (Kent Pharmaceuticals Ltd),4310020,PNC004
56491,prodcode,Zamadol SR 200mg capsules (Lexon (UK) Ltd),4541020,PNC004
56544,prodcode,Morphine sulfate 50mg/50ml solution for infusion vials (Martindale Pharmaceuticals Ltd),60696020,PNC004
56549,prodcode,Co-codamol 8mg/500mg effervescent tablets (Waymade Healthcare Plc),14519021,PNC004
56554,prodcode,Naproxen 250mg/5ml oral suspension,20548020,PNC004
56559,prodcode,Codeine 30mg tablets (Phoenix Healthcare Distribution Ltd),4406020,PNC004
56565,prodcode,Co-codamol 15mg/500mg tablets (A A H Pharmaceuticals Ltd),13497020,PNC004
56566,prodcode,Paracetamol 500mg caplets (J M McGill Ltd),15642021,PNC004
56581,prodcode,Alfentanil 5mg/5ml buccal spray,15595021,PNC004
56584,prodcode,Arcoxia 60mg tablets (Lexon (UK) Ltd),10596020,PNC004
56651,prodcode,Piroxicam 0.5% gel (Sigma Pharmaceuticals Plc),8555020,PNC004
56665,prodcode,Oxylan 10mg modified-release tablets (Chanelle Medical UK Ltd),43838020,PNC004
56670,prodcode,Fentanyl 25micrograms/hour transdermal patches (Sigma Pharmaceuticals Plc),9325020,PNC004
56671,prodcode,BuTrans 5micrograms/hour transdermal patches (Waymade Healthcare Plc),46903020,PNC004
56762,prodcode,Naproxen 100mg/5ml oral suspension,31715020,PNC004
56788,prodcode,Morphine sulfate 10mg/5ml oral solution (A A H Pharmaceuticals Ltd),4351020,PNC004
56817,prodcode,Codeine 15mg tablets (Almus Pharmaceuticals Ltd),4402020,PNC004
56877,prodcode,Coldrex Tablet (GlaxoSmithKline UK Ltd),73461020,PNC004
56898,prodcode,Rhumalgan SR 75mg capsules (Actavis UK Ltd),15708021,PNC004
56925,prodcode,Naproxen 250mg tablets (Actavis UK Ltd),57064020,PNC004
56945,prodcode,Paracetamol 500mg soluble tablets (Waymade Healthcare Plc),47321020,PNC004
57006,prodcode,Diclofenac sodium 25mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),8075020,PNC004
57007,prodcode,Mefenamic acid 250mg capsules (Essential Generics Ltd),76223020,PNC004
57027,prodcode,Pethidine 50mg tablets (A A H Pharmaceuticals Ltd),4480020,PNC004
57033,prodcode,Oxylan 10mg modified-release tablets (Actavis UK Ltd),15665021,PNC004
57045,prodcode,Voltarol 50mg dispersible tablets (Waymade Healthcare Plc),8084020,PNC004
57052,prodcode,Oxylan 20mg modified-release tablets (Actavis UK Ltd),15666021,PNC004
57097,prodcode,Co-codamol 30mg/500mg capsules (Alliance Healthcare (Distribution) Ltd),4335020,PNC004
57112,prodcode,Ibuprofen 400mg tablets (Alliance Healthcare (Distribution) Ltd),8146020,PNC004
57162,prodcode,Diclofenac 50mg dispersible tablets sugar free (DE Pharmaceuticals),8093020,PNC004
57197,prodcode,Co-dydramol 10mg/500mg tablets (Waymade Healthcare Plc),14517021,PNC004
57297,prodcode,Mefenamic acid 500mg tablets (Alliance Healthcare (Distribution) Ltd),8234020,PNC004
57353,prodcode,Co-codamol 30mg/500mg caplets (DE Pharmaceuticals),16704021,PNC004
57370,prodcode,Meloxicam 15mg orodispersible tablets sugar free,17125021,PNC004
57381,prodcode,Codeine 60mg tablets (Teva UK Ltd),53535020,PNC004
57433,prodcode,Boots Paracetamol Extra tablets (The Boots Company Plc),9672020,PNC004
57465,prodcode,Co-codamol 8mg/500mg caplets (DE Pharmaceuticals),16702021,PNC004
57475,prodcode,Meloxicam 7.5mg orodispersible tablets sugar free,17127021,PNC004
57487,prodcode,Codeine 30mg tablets (Waymade Healthcare Plc),47335020,PNC004
57523,prodcode,Feldene 0.5% gel (Dowelhurst Ltd),8552020,PNC004
57623,prodcode,Morphine sulfate 15mg/1ml solution for injection ampoules (UCB Pharma Ltd),73089020,PNC004
57650,prodcode,Paracetamol 500mg capsules (Sigma Pharmaceuticals Plc),4248020,PNC004
57750,prodcode,Morphine sulfate 15mg/1ml solution for injection ampoules (Wockhardt UK Ltd),51513020,PNC004
57752,prodcode,Codeine 10mg/5ml oral solution,19573020,PNC004
57839,prodcode,Co-codamol 15mg/500mg tablets (Waymade Healthcare Plc),14608021,PNC004
57865,prodcode,Co-codamol 30mg/500mg caplets (Actavis UK Ltd),17206021,PNC004
57900,prodcode,Co-codamol 30mg/500mg caplets (A A H Pharmaceuticals Ltd),17205021,PNC004
57929,prodcode,Co-codamol 8mg/500mg capsules (Waymade Healthcare Plc),47329020,PNC004
57943,prodcode,Valket 200 Retard capsules (Tillomed Laboratories Ltd),98801020,PNC004
58039,prodcode,Oxycodone 5mg/5ml oral solution,94116020,PNC004
58048,prodcode,Diclofenac sodium 50mg gastro-resistant tablets (Waymade Healthcare Plc),47557020,PNC004
58071,prodcode,Voltarol Rapid 50mg tablets (Waymade Healthcare Plc),8371020,PNC004
58114,prodcode,Lynlor 20mg capsules (Actavis UK Ltd),16716021,PNC004
58129,prodcode,Zeridame SR 100mg tablets (Actavis UK Ltd),94309020,PNC004
58190,prodcode,Pethidine 50mg/5ml solution for injection ampoules (A A H Pharmaceuticals Ltd),9361020,PNC004
58213,prodcode,Naproxen 500mg tablets (Aurobindo Pharma Ltd),8257020,PNC004
58217,prodcode,Lynlor 5mg capsules (Actavis UK Ltd),16714021,PNC004
58221,prodcode,Naproxen 250mg gastro-resistant tablets (Actavis UK Ltd),61528020,PNC004
58279,prodcode,Diamorphine 10mg tablets (A A H Pharmaceuticals Ltd),4420020,PNC004
58288,prodcode,Co-codamol 30mg/500mg capsules (DE Pharmaceuticals),16709021,PNC004
58290,prodcode,Morphine sulfate 10mg suppositories (Martindale Pharmaceuticals Ltd),4346020,PNC004
58298,prodcode,Piroxicam 0.5% gel (Kent Pharmaceuticals Ltd),8548020,PNC004
58316,prodcode,Tramadol 50mg modified-release capsules (DE Pharmaceuticals),15654021,PNC004
58415,prodcode,Diclofenac sodium 50mg gastro-resistant / Misoprostol 200microgram tablets (A A H Pharmaceuticals Ltd),16784021,PNC004
58493,prodcode,Oxylan 20mg modified-release tablets (Chanelle Medical UK Ltd),43839020,PNC004
58499,prodcode,Diamorphine 3mg/5ml oral solution,29879020,PNC004
58501,prodcode,Co-codamol 30mg/500mg caplets (AM Distributions (Yorkshire) Ltd),17422021,PNC004
58523,prodcode,Indometacin 50mg capsules (Almus Pharmaceuticals Ltd),72599020,PNC004
58526,prodcode,Paracetamol 500mg caplets (AM Distributions (Yorkshire) Ltd),17421021,PNC004
58572,prodcode,Diclofenac potassium 25mg tablets (A A H Pharmaceuticals Ltd),8370020,PNC004
58582,prodcode,Paracetamol 500mg tablets (Teva UK Ltd),4203020,PNC004
58636,prodcode,Co-codamol 8mg/500mg effervescent tablets (Teva UK Ltd),69515020,PNC004
58652,prodcode,Ibuprofen 600mg tablets (Sigma Pharmaceuticals Plc),8163020,PNC004
58708,prodcode,Naproxen 500mg gastro-resistant tablets (Ranbaxy (UK) Ltd),8268020,PNC004
58710,prodcode,Morphine sulfate 1mg/1ml solution for injection ampoules,16243021,PNC004
58737,prodcode,Pethidine 50mg tablets (Alliance Healthcare (Distribution) Ltd),4481020,PNC004
58743,prodcode,Paracetamol 500mg tablets (Accord Healthcare Ltd),20197021,PNC004
58766,prodcode,BuTrans 10micrograms/hour transdermal patches (Waymade Healthcare Plc),46905020,PNC004
58836,prodcode,Morphine sulfate 5mg/1ml solution for injection ampoules,31906020,PNC004
58842,prodcode,Misofen 75mg/200microgram gastro-resistant tablets (Morningside Healthcare Ltd),16444021,PNC004
58848,prodcode,Dypracet 30mg/500mg tablets (Auden McKenzie (Pharma Division) Ltd),41380020,PNC004
58853,prodcode,Lynlor 10mg capsules (Actavis UK Ltd),16715021,PNC004
58855,prodcode,Co-codamol 30mg/500mg capsules (Waymade Healthcare Plc),47330020,PNC004
58879,prodcode,Morphine hydrochloride 10mg/5ml oral solution,31026020,PNC004
59057,prodcode,Fentanyl 400microgram buccal films sugar free,20689021,PNC004
59067,prodcode,Ibuprofen 200mg capsules (AM Distributions (Yorkshire) Ltd),17816021,PNC004
59131,prodcode,Co-codamol 8mg/500mg capsules (Bayer Plc),4324020,PNC004
59146,prodcode,BuTrans 20micrograms/hour transdermal patches (Waymade Healthcare Plc),46904020,PNC004
59203,prodcode,Brufen 100mg/5ml syrup (Sigma Pharmaceuticals Plc),8188020,PNC004
59246,prodcode,Naproxen 500mg tablets (Accord Healthcare Ltd),8255020,PNC004
59289,prodcode,Diclofenac sodium 100mg modified-release tablets (AM Distributions (Yorkshire) Ltd),15710021,PNC004
59392,prodcode,Hapoctasin 70micrograms/hour transdermal patches (Actavis UK Ltd),20297021,PNC004
59442,prodcode,Co-codamol 30mg/500mg caplets (Phoenix Healthcare Distribution Ltd),21373021,PNC004
59443,prodcode,Fentanyl 200microgram buccal films sugar free,20687021,PNC004
59473,prodcode,Hapoctasin 52.5micrograms/hour transdermal patches (Actavis UK Ltd),20296021,PNC004
59479,prodcode,Co-codamol 30mg/500mg capsules (Actavis UK Ltd),4337020,PNC004
59482,prodcode,Fentanyl 37.5microgram/hour transdermal patches,21649021,PNC004
59490,prodcode,Mezolar Matrix 37.5microgram/hour transdermal patches (Sandoz Ltd),21650021,PNC004
59502,prodcode,"Nurofen for Children Cold, Pain and Fever Strawberry Flavour 100mg/5ml oral suspension (Reckitt Benckiser Healthcare (UK) Ltd)",21430021,PNC004
59553,prodcode,Ibuprofen 200mg tablets (Alliance Healthcare (Distribution) Ltd),8133020,PNC004
59562,prodcode,Ibuprofen 600mg tablets (Boston Healthcare Ltd),8162020,PNC004
59584,prodcode,Morphine sulfate 10mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd),4352020,PNC004
59595,prodcode,Diclofenac 50mg dispersible tablets sugar free (Sigma Pharmaceuticals Plc),8087020,PNC004
59599,prodcode,Paracetamol 500mg tablets (Wockhardt UK Ltd),77700020,PNC004
59618,prodcode,Transtec 35micrograms/hour transdermal patches (Mawdsley-Brooks & Company Ltd),13267020,PNC004
59705,prodcode,Co-codamol 8mg/500mg capsules (DE Pharmaceuticals),16707021,PNC004
59773,prodcode,Paracetamol 500mg/5ml oral solution sugar free,22994021,PNC004
59865,prodcode,Shortec 10mg capsules (Qdem Pharmaceuticals Ltd),21787021,PNC004
59878,prodcode,Naproxen 250mg gastro-resistant tablets (Almus Pharmaceuticals Ltd),8260020,PNC004
59880,prodcode,Diclofenac sodium 75mg modified-release capsules (Waymade Healthcare Plc),20255021,PNC004
59978,prodcode,Dihydrocodeine 30mg tablets (Waymade Healthcare Plc),47337020,PNC004
59986,prodcode,Co-codamol 30mg/500mg tablets (M & A Pharmachem Ltd),21777021,PNC004
59989,prodcode,Dihydrocodeine 30mg tablets (Ranbaxy (UK) Ltd),60123020,PNC004
60035,prodcode,Ibuprofen 200mg tablets film coated (Actavis UK Ltd),69002020,PNC004
60082,prodcode,Morphine sulfate 5mg/10ml solution for injection ampoules,31904020,PNC004
60115,prodcode,Naproxen 250mg tablets (Alliance Healthcare (Distribution) Ltd),8241020,PNC004
60121,prodcode,Tramadol 50mg modified-release capsules (Waymade Healthcare Plc),20201021,PNC004
60146,prodcode,Shortec 5mg capsules (Qdem Pharmaceuticals Ltd),21786021,PNC004
60158,prodcode,Shortec 20mg capsules (Qdem Pharmaceuticals Ltd),21788021,PNC004
60170,prodcode,Hapoctasin 35micrograms/hour transdermal patches (Actavis UK Ltd),20295021,PNC004
60196,prodcode,Oxylan 40mg modified-release tablets (Chanelle Medical UK Ltd),43840020,PNC004
60368,prodcode,Diclofenac 10mg/5ml oral solution,19739020,PNC004
60378,prodcode,"Flu Strength Hot Lemon Powders 1g oral powder sachets (Bell,Sons & Co (Druggists) Ltd)",14172020,PNC004
60408,prodcode,Naproxen 500mg gastro-resistant tablets (Waymade Healthcare Plc),47565020,PNC004
60442,prodcode,Paracetamol 500mg tablets (Alliance Healthcare (Distribution) Ltd),4206020,PNC004
60443,prodcode,Diclofenac sodium 75mg modified-release capsules (DE Pharmaceuticals),21834021,PNC004
60477,prodcode,Fentanyl 25micrograms/hour transdermal patches (A A H Pharmaceuticals Ltd),71714020,PNC004
60489,prodcode,Codeine 30mg suppositories,41724020,PNC004
60507,prodcode,Morphine 0.1% in Intrasite gel,20090021,PNC004
60510,prodcode,"Nurofen for Children Cold, Pain and Fever Orange Flavour 100mg/5ml oral suspension (Reckitt Benckiser Healthcare (UK) Ltd)",21431021,PNC004
60517,prodcode,Co-codamol 30mg/500mg effervescent tablets (Almus Pharmaceuticals Ltd),75431020,PNC004
60518,prodcode,Morphine sulfate 500micrograms/5ml oral solution,31702020,PNC004
60543,prodcode,Pregabalin 75mg/5ml oral solution,35334020,PNC004
60640,prodcode,Codeine 15mg tablets (Waymade Healthcare Plc),47334020,PNC004
